18522,10,0,18.0,4.223742416388575,13.6,0.2,50.0,0.4373629371574611,21.0,0.3,0.32587485453083287,27.0,3.0,3.0,0.6820547419670651,0.9876455099022804,0.5089343223770074,0.7628920614332986,0.23263225720650593,0.27119008972353575,16.0,6.0,5.0
55530,10,1,22.0,2.4,16.8,0.2,50.0,0.12451801553763053,15.0,0.3,0.3,71.0,3.0,3.0,0.4927852814137782,0.19914745331929362,1.0,0.33,0.3170788455541902,0.66,18.0,11.0,5.0
70270,10,2,22.0,2.507987240796891,17.1,0.2,50.0,0.12451801553763053,15.0,0.3,0.714691991110591,71.0,3.0,3.0,0.4927852814137782,0.33,1.0,0.33,0.3170788455541902,0.66,18.0,11.0,5.0
84822,10,3,22.0,4.960846701924985,14.7,0.2,50.0,0.3,15.0,0.3,0.714691991110591,71.0,3.0,3.0,0.4927852814137782,0.3906223211327513,1.0,0.33,0.3170788455541902,0.6889212382719717,18.0,11.0,5.0
100586,10,4,22.0,2.4166091947189146,17.4,0.2,50.0,0.12451801553763053,15.0,0.3,0.714691991110591,71.0,3.0,3.0,0.4927852814137782,0.33,1.0,0.33,0.3170788455541902,0.66,18.0,11.0,5.0
130309,10,5,22.0,2.0124611797498106,18.5,0.2,50.0,0.3,15.0,0.3,0.32587485453083287,71.0,3.0,3.0,0.4927852814137782,0.33,1.0,0.33,0.3170788455541902,0.66,18.0,11.0,5.0
157271,10,6,22.0,4.69148164229596,16.7,0.2,50.0,0.12451801553763053,21.0,0.3,0.714691991110591,71.0,3.0,3.0,0.4927852814137782,0.3906223211327513,0.543410478356748,0.33,0.81054600246952,0.66,18.0,11.0,5.0
186022,10,7,25.0,2.85657137141714,19.2,0.2,50.0,0.12451801553763053,98.0,0.3,0.714691991110591,71.0,3.0,3.0,0.4927852814137782,0.9876455099022804,1.0,0.6483600072469632,0.3170788455541902,0.66,18.0,11.0,5.0
215030,10,8,22.0,2.8792360097775935,15.9,0.2,50.0,0.12451801553763053,15.0,0.3,0.32587485453083287,71.0,3.0,3.0,0.6820547419670651,0.9876455099022804,0.5089343223770074,0.33,0.3170788455541902,0.27119008972353575,18.0,11.0,5.0
242335,10,9,22.0,1.9723082923316022,16.9,0.2,50.0,0.3,15.0,0.3,0.32587485453083287,71.0,3.0,3.0,0.6820547419670651,0.3906223211327513,0.5089343223770074,0.33,0.3170788455541902,0.27119008972353575,18.0,11.0,5.0
270204,10,10,22.0,3.6606010435446255,16.0,0.2,50.0,0.3,15.0,0.3,0.32587485453083287,71.0,3.0,3.0,0.6820547419670651,0.3906223211327513,1.0,0.33,0.3170788455541902,0.27119008972353575,18.0,11.0,5.0
303823,10,11,21.0,5.287721626560915,14.2,0.2,50.0,0.3,15.0,0.3,0.5482611925516183,27.0,3.0,3.0,0.4927852814137782,0.33,1.0,0.33,0.4491886947886162,0.66,16.0,6.0,5.0
333568,10,12,22.0,4.833218389437829,15.2,0.2,50.0,0.3,15.0,0.3,0.32587485453083287,71.0,3.0,3.0,0.66,0.9876455099022804,0.5089343223770074,0.33,0.81054600246952,0.13407309374234477,18.0,11.0,5.0
391115,10,13,18.0,1.8547236990991407,15.4,0.2,50.0,0.12451801553763053,15.0,0.3,0.5482611925516183,20.0,3.0,3.0,0.6820547419670651,0.9535040069634246,1.0,0.33,0.23263225720650593,0.66,6.0,5.0,5.0
457032,10,14,22.0,3.0724582991474434,16.4,0.2,50.0,0.3,15.0,0.3,0.32587485453083287,71.0,3.0,3.0,0.66,0.9876455099022804,0.5089343223770074,0.33,0.81054600246952,0.13407309374234477,18.0,11.0,5.0
550832,10,15,22.0,4.867237409455183,13.9,0.2,50.0,0.3,15.0,0.3,0.714691991110591,71.0,3.0,3.0,0.6820547419670651,0.9535040069634246,0.5089343223770074,0.33,0.81054600246952,0.13407309374234477,18.0,11.0,5.0
621534,10,16,22.0,3.407345007480165,16.3,0.2,50.0,0.3,15.0,0.3,0.5482611925516183,71.0,3.0,3.0,0.4927852814137782,0.3906223211327513,0.5089343223770074,0.33,1.0,0.13407309374234477,18.0,11.0,5.0
694609,10,17,22.0,3.9812058474788765,15.5,0.2,50.0,0.3,15.0,0.3,0.714691991110591,71.0,3.0,3.0,0.66,0.9876455099022804,0.5089343223770074,0.33,0.81054600246952,0.27119008972353575,18.0,11.0,5.0
758854,10,18,21.0,2.0615528128088303,15.5,0.2,50.0,0.3,98.0,0.3,0.32587485453083287,71.0,3.0,2.0,0.4927852814137782,0.9535040069634246,0.5089343223770074,0.33,0.23263225720650593,0.66,18.0,11.0,5.0
840464,10,19,22.0,2.764054992217051,18.4,0.2,50.0,0.12451801553763053,15.0,0.3,0.714691991110591,71.0,3.0,3.0,0.66,0.0,0.5089343223770074,0.33,0.3170788455541902,0.27119008972353575,18.0,11.0,5.0
