15063,10,0,63.0,23.51169921549695,43.0,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.66,10.0,5.0,5.0
26422,10,1,70.0,8.910667763978186,58.0,0.2,50.0,0.3,94.0,0.3,0.8700938425231732,94.0,3.0,3.0,0.66,0.33,1.0,0.8974189461670445,0.6849697839819335,0.66,35.0,6.0,5.0
34383,10,2,70.0,12.32436610945975,57.1,0.2,50.0,0.6118524411707236,13.0,0.3,0.9846528633069854,20.0,3.0,3.0,0.66,0.33,0.5756673047797366,0.07427382352794687,0.16425040829771853,0.66,10.0,5.0,5.0
40627,10,3,70.0,20.924626639440906,50.4,0.2,50.0,0.5050015404299373,94.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,1.0,0.33,1.0,0.18556168557293828,10.0,5.0,5.0
52132,10,4,68.0,4.539823785126467,64.3,0.2,50.0,0.6118524411707236,15.0,0.3,0.8700938425231732,20.0,3.0,3.0,0.66,0.33,0.8652447439882958,0.07427382352794687,0.6849697839819335,0.66,10.0,5.0,5.0
63884,10,5,72.0,10.718675291284834,61.9,0.2,50.0,0.6118524411707236,15.0,0.3,0.8700938425231732,20.0,3.0,3.0,0.450494138096488,0.33,0.8652447439882958,0.07427382352794687,0.16425040829771853,0.66,10.0,5.0,5.0
74344,10,6,73.0,5.192301994298868,65.2,0.2,50.0,0.3,15.0,0.3,0.7815122087212616,20.0,3.0,3.0,0.450494138096488,0.33,1.0,0.07427382352794687,0.16425040829771853,0.66,10.0,5.0,5.0
91615,10,7,75.0,13.741906709041508,61.6,0.2,50.0,0.3,94.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,0.8652447439882958,0.8974189461670445,1.0,0.66,10.0,6.0,5.0
100727,10,8,75.0,6.870953354520754,64.7,0.2,50.0,0.3,15.0,0.3,0.3,20.0,3.0,3.0,0.66,0.33,0.8652447439882958,0.8974189461670445,1.0,0.66,10.0,6.0,5.0
107684,10,9,73.0,5.119570294468081,65.3,0.2,50.0,0.3,4.0,0.3,0.8700938425231732,20.0,3.0,3.0,0.5926710188534451,0.33,0.5756673047797366,0.8974189461670445,0.16425040829771853,0.18556168557293828,10.0,5.0,5.0
115615,10,10,73.0,14.506894912420094,56.5,0.2,50.0,0.3,4.0,0.3,0.8700938425231732,20.0,3.0,3.0,0.5926710188534451,0.33,0.5756673047797366,0.8974189461670445,0.16425040829771853,0.18556168557293828,10.0,5.0,5.0
121684,10,11,68.0,15.382132491953122,59.7,0.2,50.0,0.3,15.0,0.3,0.9846528633069854,20.0,3.0,3.0,0.66,0.33,0.8652447439882958,0.8974189461670445,1.0,0.6827535184170972,10.0,5.0,5.0
133909,10,12,76.0,17.264124652005965,61.5,0.2,50.0,0.3,15.0,0.3,0.9846528633069854,20.0,3.0,3.0,0.66,0.33,0.8652447439882958,0.8974189461670445,0.16425040829771853,0.66,10.0,5.0,5.0
148619,10,13,76.0,24.371294590152573,52.2,0.2,50.0,0.6118524411707236,15.0,0.3,0.8700938425231732,20.0,3.0,3.0,0.5926710188534451,0.33,0.5756673047797366,0.8974189461670445,0.6849697839819335,0.66,10.0,5.0,5.0
164029,10,14,74.0,20.70772802602932,60.3,0.2,50.0,0.3,65.0,0.3,0.9846528633069854,20.0,3.0,3.0,0.66,0.0,0.8652447439882958,0.8974189461670445,0.16425040829771853,0.66,7.0,5.0,5.0
177162,10,15,75.0,20.529247428973132,58.5,0.2,50.0,0.3,15.0,0.3,0.7815122087212616,20.0,3.0,3.0,0.5926710188534451,0.23894764189662043,0.5756673047797366,0.8974189461670445,0.16425040829771853,0.66,10.0,5.0,5.0
190281,10,16,76.0,14.303845636750978,63.0,0.2,50.0,0.3,94.0,0.3,0.4439275814092427,20.0,3.0,3.0,0.5926710188534451,0.23894764189662043,1.0,0.33,0.16425040829771853,0.66,10.0,6.0,5.0
203754,10,17,79.0,14.690473103341498,61.7,0.2,50.0,0.3,4.0,0.3,0.7815122087212616,20.0,3.0,3.0,0.5926710188534451,0.33,1.0,0.33,0.6849697839819335,0.18556168557293828,10.0,5.0,5.0
216436,10,18,72.0,4.431703961232068,64.6,0.2,50.0,0.3,94.0,0.3,0.8700938425231732,20.0,3.0,3.0,0.6961362846598814,0.0,1.0,0.18394353121111362,0.8368687372427708,0.66,10.0,5.0,5.0
228197,10,19,73.0,5.127377497317708,65.1,0.2,50.0,0.3,4.0,0.3,0.4439275814092427,20.0,3.0,3.0,0.66,0.23894764189662043,0.5756673047797366,0.33,0.6849697839819335,0.66,7.0,5.0,5.0
